Respondent ID,Do you know JavaScript?,Do you know HTML?,Do you know CSS?,Do you know SQL?,Do you know Java?,Do you know Bash/Shell?,Do you know Python?,Do you know R?,Do you know C#?,Do you know PHP?,Do you know C++?,Do you know C?,Do you know anything else?,How good are you at JavaScript?,How good are you at HTML?,How good are you at CSS?,How good are you at SQL?,How good are you at Java?,How good are you at Bash/Shell?,How good are you at Python?,How good are you at R?,How good are you at C#?,How good are you at PHP?,How good are you at C++?,How good are you at C?,How good are you at [OTHER]?,In what country do you live?
10672483390,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,,,,go,Expert,Expert,Expert,Beginner,,Beginner,,,,,,,Intermediate,Italy
10672482704,,,,,,,Python,,,,C++,,,,,,,,,Intermediate,,,,Intermediate,,,South Africa
10672480688,,HTML,CSS,,,,Python,,,PHP,,,,,Intermediate,Intermediate,,,,Intermediate,,,Intermediate,,,,Algeria
10672480574,,,,,,,Python,,,,,C,,,,,,,,Intermediate,,,,,Intermediate,,China
10672479889,,,,,,Bash/Shell,Python,,,,,C,Rust,,,,,,Expert,Expert,,,,,Expert,Expert,Romania
10672479106,,,,,,,,,,,,,MEL,,,,,,,,,,,,,Beginner,Israel
10672478776,JavaScript,HTML,CSS,,,,Python,,C#,,C++,,,Beginner,Intermediate,Intermediate,,,,Beginner,,Beginner,,Beginner,,,Australia
10672478034,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,C#,PHP,C++,,,Intermediate,Intermediate,Intermediate,Intermediate,,Intermediate,Intermediate,,Intermediate,Intermediate,Beginner,,,
10672477627,JavaScript,HTML,CSS,,,,Python,,,,,,,Expert,Expert,Expert,,,,Beginner,,,,,,,France
10672477341,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,C#,,,,,Expert,Expert,Expert,Intermediate,,Beginner,,,Intermediate,,,,,India
10672475992,JavaScript,HTML,CSS,SQL,Java,,,,,PHP,C++,,,Intermediate,Expert,Intermediate,Expert,Intermediate,,,,,Intermediate,Intermediate,,,Kenya
10672475540,JavaScript,HTML,CSS,,Java,,Python,,,,C++,C,,Beginner,Beginner,Beginner,,Intermediate,,Intermediate,,,,Expert,Expert,,Turkey
10672474834,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Intermediate,Intermediate,Beginner,Intermediate,Expert,Expert,Expert,Beginner,Expert,Beginner,Expert,Expert,,Republic of Korea
10672473593,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,,C,,Intermediate,Expert,Beginner,,Intermediate,Expert,Expert,,,,,Intermediate,,
10672472885,JavaScript,HTML,CSS,,,Bash/Shell,Python,,,,,,,Expert,Expert,Expert,,,Beginner,Intermediate,,,,,,,Singapore
10672471986,,HTML,CSS,,,Bash/Shell,,,C#,PHP,C++,,,,,Beginner,,,Intermediate,,,Intermediate,Beginner,Beginner,,,
10672471135,JavaScript,HTML,,SQL,Java,Bash/Shell,Python,,,,C++,C,,Beginner,Intermediate,,Intermediate,Expert,Expert,Expert,,,,Beginner,Intermediate,,Turkey
10672471032,,,,,Java,,Python,,,,C++,C,,,,,,Intermediate,,Expert,,,,Intermediate,Expert,,Sri Lanka
10672470990,JavaScript,HTML,CSS,SQL,Java,,,,,,C++,,Rust,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,,,,,,Expert,,Beginner,Japan
10672470837,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Intermediate,Beginner,Beginner,Beginner,Intermediate,Beginner,Intermediate,,,,Intermediate,Intermediate,,United States of America
10672470231,,HTML,CSS,SQL,Java,,Python,,,,,,,,Beginner,Beginner,Intermediate,Intermediate,,Intermediate,,,,,,,Saudi Arabia
10672470050,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672469442,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,R,,PHP,,,,Beginner,Intermediate,Intermediate,Intermediate,,Intermediate,Intermediate,Expert,,Beginner,,,,Germany
10672467886,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,,C++,C,,Beginner,Intermediate,Intermediate,Beginner,Beginner,Beginner,Beginner,Beginner,,,Beginner,Intermediate,,India
10672467654,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Beginner,Beginner,Beginner,Expert,Expert,Expert,Expert,,,Beginner,Beginner,Beginner,,United Kingdom of Great Britain and Northern Ireland
10672466856,JavaScript,HTML,CSS,SQL,,,Python,,,PHP,,,,Expert,Expert,Intermediate,Intermediate,,,Intermediate,,,Intermediate,,,,India
10672466730,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,,,,,,,China
10672466583,JavaScript,,,,,Bash/Shell,Python,,,PHP,,,,Expert,,,,,Intermediate,Intermediate,,,Expert,,,,Bosnia and Herzegovina
10672466318,,,,,,Bash/Shell,Python,,,,C++,C,,,,,,,Intermediate,Intermediate,,,,Intermediate,Intermediate,,China
10672465848,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Expert,Expert,Intermediate,Expert,Intermediate,,Expert,,,Expert,Expert,Expert,,Lebanon
10672465735,,,,,Java,Bash/Shell,,,,,,,Kotlin,,,,,Expert,Intermediate,,,,,,,Expert,Spain
10672465099,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,"Julia, Rust, Kotlin, Go",Intermediate,Intermediate,Intermediate,Beginner,Expert,Intermediate,Expert,Beginner,Beginner,Beginner,Expert,Expert,Intermediate,Greece
10672464951,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,C++,C,,Intermediate,Beginner,Beginner,Intermediate,,Intermediate,Expert,,,,Intermediate,Intermediate,,Turkey
10672464846,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,PHP,C++,,,Expert,Intermediate,Intermediate,Intermediate,Beginner,Beginner,,,,Expert,Intermediate,,,Czech Republic
10672464834,,,,,Java,,Python,,C#,,,,,,,,,Intermediate,,Intermediate,,Intermediate,,,,,Israel
10672464609,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,PHP,C++,C,,Expert,Expert,Expert,Beginner,,Intermediate,Intermediate,,,Beginner,Intermediate,Intermediate,,India
10672464426,JavaScript,HTML,CSS,SQL,Java,,,,C#,PHP,C++,,,Expert,Expert,Expert,Expert,Expert,,,,Intermediate,Expert,Intermediate,,,Pakistan
10672463654,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Intermediate,Intermediate,Intermediate,Expert,Intermediate,Beginner,Expert,,,,Intermediate,Intermediate,,United States of America
10672463480,JavaScript,HTML,CSS,,,,,,,PHP,,,,Intermediate,Intermediate,Intermediate,,,,,,,Beginner,,,,Turkey
10672462057,,,,,,,,,,,C++,C,Golang,,,,,,,,,,,Expert,Expert,Intermediate,China
10672461143,JavaScript,HTML,CSS,SQL,Java,,,,,,C++,C,,Intermediate,Expert,Expert,Expert,Expert,,,,,,Beginner,Expert,,India
10672460950,JavaScript,HTML,CSS,SQL,,,Python,,,,,,,Expert,Expert,Intermediate,Beginner,,,Intermediate,,,,,,,South Africa
10672458832,JavaScript,,,SQL,Java,Bash/Shell,Python,,,,,,Rust,Intermediate,,,Expert,Expert,Intermediate,Expert,,,,,,Expert,New Zealand
10672458519,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,C++,C,,Intermediate,Expert,Expert,Intermediate,,Intermediate,Expert,,,,Intermediate,Intermediate,,India
10672458458,,HTML,CSS,SQL,Java,,Python,,C#,,C++,C,,,Beginner,Beginner,Intermediate,Beginner,,Expert,,Beginner,,Expert,Expert,,India
10672457680,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Expert,,Beginner,,Intermediate,Intermediate,,
10672457462,JavaScript,,,,Java,,,,,,,,,Intermediate,,,,Expert,,,,,,,,,India
10672457367,JavaScript,HTML,CSS,,Java,,Python,,C#,,,,,Intermediate,Expert,Intermediate,,Intermediate,,Expert,,Intermediate,,,,,Turkey
10672456566,,HTML,,SQL,Java,,Python,R,C#,PHP,C++,C,,,Beginner,,Intermediate,Intermediate,,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,,Turkey
10672456087,JavaScript,HTML,CSS,SQL,Java,,,,,PHP,,,,Expert,Expert,Expert,,Intermediate,,,,,Expert,,,,Vietnam
10672455665,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,,"Haskell, Dart",Beginner,Intermediate,Beginner,Beginner,Intermediate,Beginner,Intermediate,,Beginner,,Beginner,,Beginner,Germany
10672454470,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Expert,Expert,Expert,Expert,Expert,Expert,Expert,,Beginner,Intermediate,Intermediate,Expert,,
10672451929,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Intermediate,Beginner,Beginner,Beginner,Expert,Intermediate,Intermediate,,,,Expert,Expert,,Singapore
10672451155,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,,,TypeScript,Expert,Intermediate,Beginner,Intermediate,,Intermediate,Expert,,,,,,Expert,Norway
10672450499,,,,,Java,,Python,R,,,,,,,,,,Beginner,,Beginner,Beginner,,,,,,
10672450302,JavaScript,HTML,CSS,SQL,Java,,,,,,,,,Beginner,Intermediate,Intermediate,Beginner,Intermediate,,,,,,,,,
10672448393,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,PHP,C++,C,,Intermediate,Expert,Intermediate,Expert,Expert,,Expert,,,Expert,Intermediate,Expert,,United States of America
10672448296,,,,,Java,Bash/Shell,Python,,,PHP,,C,,,,,,Intermediate,Expert,Intermediate,,,Beginner,,Intermediate,,China
10672447225,JavaScript,HTML,CSS,SQL,Java,,,,C#,PHP,,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,Expert,Expert,,,,Malaysia
10672444821,,,,,,Bash/Shell,Python,,,,,C,,,,,,,Intermediate,Intermediate,,,,,Intermediate,,United States of America
10672444797,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,C++,C,Haskell,Intermediate,Intermediate,Beginner,Intermediate,,Intermediate,Intermediate,,,,Expert,Expert,Expert,Italy
10672444767,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,C,,Intermediate,Expert,Beginner,Intermediate,Expert,Intermediate,Intermediate,,,,,Expert,,India
10672444505,,HTML,CSS,,,Bash/Shell,Python,,,,,,Go,,Beginner,Beginner,,,Intermediate,Expert,,,,,,Intermediate,Germany
10672444206,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,,,Expert,Expert,Expert,Beginner,Beginner,Beginner,Intermediate,,Beginner,,Beginner,,,United States of America
10672444183,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Expert,Expert,Intermediate,Intermediate,Expert,Intermediate,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,,South Africa
10672441929,JavaScript,HTML,CSS,,,,,,,PHP,,,,Intermediate,Intermediate,Intermediate,,,,,,,Expert,,,,India
10672441579,,,,,Java,Bash/Shell,Python,,,,,,"Golang, scala",,,,,Intermediate,Expert,Intermediate,,,,,,Expert,Israel
10672441368,JavaScript,HTML,CSS,SQL,Java,,Python,,,,,,,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,,Beginner,,,,,,,Finland
10672441222,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,,,Intermediate,Expert,Expert,Intermediate,Intermediate,Intermediate,Beginner,,,Intermediate,,,,Malaysia
10672441206,,,,,,Bash/Shell,Python,,,,,C,Tcl,,,,,,Expert,Intermediate,,,,,Expert,Expert,China
10672440746,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,,,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,,Beginner,Intermediate,Beginner,,,
10672440588,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Expert,Expert,Expert,Intermediate,Beginner,Beginner,Beginner,,Beginner,Expert,Beginner,Beginner,,United Kingdom of Great Britain and Northern Ireland
10672439568,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,,C++,,,Expert,Expert,Expert,Expert,Intermediate,Beginner,,,,,Beginner,,,India
10672438628,JavaScript,HTML,CSS,,,Bash/Shell,Python,,,,,,,Beginner,Intermediate,Intermediate,,,Expert,Intermediate,,,,,,,Russian Federation
10672436308,JavaScript,HTML,CSS,,Java,,,,,,,,Swift,Beginner,Beginner,Beginner,,Intermediate,,,,,,,,Intermediate,United States of America
10672436273,,,,,Java,Bash/Shell,Python,,,,,,,,,,,Intermediate,Intermediate,Expert,,,,,,,India
10672436217,,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,,Beginner,Beginner,Beginner,Beginner,Intermediate,Intermediate,,,Beginner,Intermediate,Intermediate,,Indonesia
10672436146,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Expert,Intermediate,Expert,Expert,Intermediate,Expert,,Expert,Expert,Expert,Expert,,Turkey
10672436014,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Beginner,Beginner,,,,,,,Hungary
10672435936,JavaScript,HTML,CSS,,,Bash/Shell,Python,,,PHP,,C,go,Intermediate,Intermediate,Beginner,,,Expert,Beginner,,,Expert,,Intermediate,Expert,Israel
10672435398,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,"Swift, Objective-C",Intermediate,Expert,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,,,Expert,Intermediate,Intermediate,Expert,Germany
10672434913,JavaScript,HTML,CSS,SQL,Java,,Python,R,,,,C,,Intermediate,Intermediate,Intermediate,Intermediate,Expert,,Beginner,Beginner,,,,Intermediate,,Turkey
10672434813,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,"Typescript, Go",Expert,Expert,Expert,Intermediate,Intermediate,Beginner,Intermediate,,,Expert,Expert,Expert,Intermediate,India
10672434304,JavaScript,HTML,,,Java,Bash/Shell,Python,,,,C++,C,,Intermediate,Expert,,,Intermediate,Beginner,Intermediate,,,,Expert,Expert,,India
10672434287,JavaScript,HTML,,SQL,Java,Bash/Shell,Python,,,,C++,C,"Verilog, SV, VHDL, Erlang",Beginner,Beginner,,Intermediate,Intermediate,Intermediate,Intermediate,,,,Intermediate,Intermediate,Intermediate,Israel
10672432700,JavaScript,HTML,CSS,,,Bash/Shell,Python,,,,,,Go,Expert,Expert,Intermediate,,,Intermediate,Intermediate,,,,,,Expert,Lebanon
10672432368,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,PHP,,,,Beginner,Intermediate,Intermediate,Intermediate,,Beginner,Intermediate,,,Beginner,,,,Australia
10672432178,JavaScript,HTML,,,Java,,,,,PHP,,,,Intermediate,Intermediate,,,Intermediate,,,,,Intermediate,,,,
10672431502,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Expert,,,,Beginner,,,India
10672430439,,,,,,Bash/Shell,,,,,,,"Swift, Objective-C",,,,,,Beginner,,,,,,,Expert,France
10672430339,,,,,,Bash/Shell,Python,,,,C++,C,,,,,,,Beginner,Beginner,,,,Beginner,Beginner,,China
10672429271,JavaScript,HTML,CSS,SQL,,,Python,,C#,,C++,C,,Beginner,Intermediate,Beginner,Intermediate,,,Expert,,Beginner,,Intermediate,Intermediate,,United States of America
10672428879,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,,,Intermediate,Intermediate,Intermediate,Expert,Intermediate,Intermediate,Intermediate,,,Expert,,,,Georgia
10672428439,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,,Beginner,Beginner,Intermediate,Intermediate,,United Arab Emirates
10672428398,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,C++,C,,,Intermediate,Intermediate,Intermediate,,Intermediate,Intermediate,,,,Intermediate,Intermediate,,China
10672427023,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,PHP,C++,C,,Beginner,Intermediate,Beginner,Beginner,,Intermediate,Intermediate,,,Intermediate,Intermediate,Intermediate,,China
10672425643,JavaScript,,,,Java,Bash/Shell,Python,,,,C++,,,Expert,,,,Intermediate,Intermediate,Intermediate,,,,Intermediate,,,Egypt
10672425436,JavaScript,HTML,CSS,SQL,,,,,,,C++,,,Intermediate,Expert,Intermediate,Beginner,,,,,,,Beginner,,,Turkey
10672425178,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,PHP,C++,,,Beginner,Beginner,Beginner,,Beginner,Intermediate,Beginner,,,Beginner,Beginner,,,
10672425140,JavaScript,HTML,CSS,SQL,,,Python,,,,,,ruby,Intermediate,Intermediate,Intermediate,Intermediate,,,Intermediate,,,,,,Intermediate,Vietnam
10672424866,,HTML,CSS,,,Bash/Shell,Python,R,,,C++,,,,Intermediate,Beginner,,,Intermediate,Intermediate,Beginner,,,Expert,,,Germany
10672424851,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672423796,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,,Intermediate,Expert,Intermediate,Intermediate,Intermediate,Beginner,Expert,Beginner,,Beginner,Intermediate,Intermediate,,Australia
10672422943,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,PHP,C++,,,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Beginner,,,,Intermediate,Intermediate,,,South Africa
10672422191,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,,Haskell,Beginner,Beginner,Beginner,Intermediate,Expert,Intermediate,Expert,,Expert,,Intermediate,,Intermediate,South Africa
10672422011,,,,,,,Python,,,,C++,,,,,,,,,Expert,,,,Expert,,,China
10672421850,JavaScript,HTML,CSS,,,,,,,,,,,Expert,Expert,Expert,,,,,,,,,,,United States of America
10672421248,JavaScript,HTML,CSS,,Java,,Python,,C#,,,,,Expert,Expert,Expert,,Intermediate,,Expert,,Beginner,,,,,Kyrgyzstan
10672421241,,,,,,,,,,,C++,C,,,,,,,,,,,,Beginner,Beginner,,Italy
10672420455,,,,,,,,,C#,,,,,,,,,,,,,Expert,,,,,Hungary
10672419969,JavaScript,HTML,CSS,,,,,,,,,,,Intermediate,Expert,Expert,,,,,,,,,,,Indonesia
10672419642,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,PHP,,,,Beginner,Intermediate,Beginner,Intermediate,Beginner,,Beginner,,Expert,Beginner,,,,Turkey
10672419502,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,,,,Intermediate,Intermediate,Intermediate,,Intermediate,Intermediate,Intermediate,,,,,,,Japan
10672419244,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,,,,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Beginner,,Expert,Beginner,,,,Pakistan
10672419067,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,PHP,,C,,Expert,Expert,Expert,Intermediate,,Intermediate,,,,Intermediate,,Intermediate,,Morocco
10672417327,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,,,,Intermediate,Intermediate,Beginner,Expert,Expert,Beginner,Beginner,Beginner,,Intermediate,,,,Turkey
10672416736,JavaScript,HTML,CSS,,,Bash/Shell,,,,,,,"Typescript, scss, PHP,",Intermediate,Intermediate,Intermediate,,,Beginner,,,,,,,Intermediate,Malaysia
10672416225,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,,,Beginner,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Beginner,,,Intermediate,,,,Senegal
10672415563,JavaScript,HTML,,,Java,,,,C#,,C++,,,Beginner,Beginner,,,Intermediate,,,,Intermediate,,Intermediate,,,Republic of Korea
10672415554,JavaScript,HTML,CSS,,,,,,,,,,MongoDB,Expert,Expert,Expert,,,,,,,,,,Beginner,India
10672415324,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,,golang,Expert,Expert,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,,,Intermediate,,,Intermediate,Switzerland
10672415189,JavaScript,HTML,CSS,SQL,Java,,Python,R,,,C++,C,,Intermediate,Expert,Expert,Intermediate,Expert,,Intermediate,Intermediate,,,Expert,Intermediate,,India
10672415152,,HTML,,SQL,Java,,Python,,C#,,C++,C,,,Intermediate,,Intermediate,Intermediate,,Intermediate,,Beginner,,Expert,Expert,,Turkey
10672415136,JavaScript,HTML,CSS,SQL,,,Python,,,,C++,C,,Intermediate,Expert,Expert,Intermediate,,,Expert,,,,Intermediate,Intermediate,,India
10672415029,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,PHP,C++,C,,Expert,Expert,Expert,Intermediate,Beginner,,Beginner,,Expert,Intermediate,Intermediate,Intermediate,,India
10672414665,,,,,Java,,,,C#,,C++,,,,,,,Intermediate,,,,Beginner,,Intermediate,,,
10672414526,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672414469,JavaScript,HTML,CSS,SQL,Java,,,,C#,,C++,C,,Intermediate,Beginner,Beginner,Intermediate,Beginner,,,,Intermediate,,Intermediate,Intermediate,,India
10672413829,,,,SQL,Java,,Python,,,,,,,,,,Intermediate,Expert,,Intermediate,,,,,,,Romania
10672413678,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,C#,PHP,,,,Intermediate,Expert,Intermediate,Beginner,,Intermediate,Expert,,Expert,Expert,,,,Indonesia
10672413557,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Expert,Expert,Expert,Expert,Intermediate,Intermediate,Intermediate,,,Expert,Intermediate,Intermediate,,India
10672413462,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Intermediate,Expert,Expert,Intermediate,Beginner,Intermediate,Expert,,,Intermediate,Intermediate,Expert,,
10672412017,,,,,Java,,Python,,C#,,,C,,,,,,Expert,,Intermediate,,Intermediate,,,Intermediate,,Israel
10672412013,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,C#,,C++,C,Elixir ; Assembly,Intermediate,Intermediate,Intermediate,,,Expert,Expert,,Beginner,,Expert,Expert,Intermediate,France
10672411679,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Intermediate,Beginner,,,Beginner,Beginner,Intermediate,,South Africa
10672410500,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,C#,PHP,,,,Expert,Expert,Expert,Beginner,Intermediate,Beginner,,,Intermediate,Intermediate,,,,Mozambique
10672409689,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,,,,Intermediate,Expert,Expert,Intermediate,Intermediate,Beginner,Beginner,,Expert,Beginner,,,,United States of America
10672409476,JavaScript,HTML,CSS,SQL,,,,,C#,PHP,,,React,Intermediate,Intermediate,Intermediate,Intermediate,,,,,Intermediate,Intermediate,,,Intermediate,Turkey
10672408017,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Beginner,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,,,,Intermediate,Intermediate,,United States of America
10672407928,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,PHP,C++,C,golang,Expert,Expert,Intermediate,Beginner,Intermediate,,Expert,,Expert,Intermediate,Intermediate,Expert,Intermediate,India
10672407918,JavaScript,HTML,CSS,SQL,Java,,,,C#,PHP,C++,C,,Beginner,Beginner,Beginner,Beginner,Beginner,,,,Expert,Beginner,Beginner,Beginner,,Turkey
10672406730,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Expert,Expert,Expert,Intermediate,Intermediate,Intermediate,Intermediate,,Intermediate,Expert,Intermediate,Intermediate,,Sri Lanka
10672406650,JavaScript,HTML,CSS,SQL,Java,,Python,,,,C++,,,Beginner,Intermediate,Intermediate,Expert,Intermediate,,Expert,,,,Beginner,,,India
10672405961,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,PHP,,,,Intermediate,Expert,Expert,Intermediate,,Intermediate,Beginner,,,Expert,,,,India
10672405732,,,,,,,Python,R,,,C++,C,Matlab,,,,,,,Expert,Beginner,,,Intermediate,Intermediate,Expert,Spain
10672405669,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,R,,,,C,,Intermediate,Intermediate,Intermediate,,Intermediate,Beginner,Expert,Intermediate,,,,Intermediate,,Singapore
10672405583,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672405306,,,,SQL,Java,Bash/Shell,Python,R,,,C++,C,,,,,Beginner,Intermediate,Beginner,Expert,Beginner,,,Beginner,Beginner,,India
10672404718,,,,,,Bash/Shell,Python,,,,,C,Terraform Ansible,,,,,,Intermediate,Intermediate,,,,,Expert,Intermediate,
10672404273,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,PHP,,C,,Intermediate,Expert,Intermediate,Intermediate,Intermediate,,Expert,,Intermediate,Expert,,Beginner,,United Kingdom of Great Britain and Northern Ireland
10672403075,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,,,,,Intermediate,Intermediate,Intermediate,Beginner,,Beginner,,,,,,,,Germany
10672402873,JavaScript,,,,Java,Bash/Shell,Python,,,,C++,,,Intermediate,,,,Intermediate,Beginner,Beginner,,,,Intermediate,,,Bangladesh
10672402030,JavaScript,HTML,CSS,SQL,Java,,Python,,,,C++,C,,Intermediate,Expert,Expert,Beginner,Beginner,,Beginner,,,,Beginner,Beginner,,Russian Federation
10672401082,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Intermediate,Expert,Beginner,Intermediate,,India
10672401020,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,Ada,Beginner,Beginner,Beginner,Beginner,Intermediate,Beginner,Intermediate,,,Beginner,Intermediate,Expert,Beginner,Kazakhstan
10672400932,JavaScript,HTML,CSS,,,Bash/Shell,Python,,,,,,golang,Intermediate,Intermediate,Intermediate,,,Intermediate,Intermediate,,,,,,Intermediate,China
10672400646,,,,SQL,,Bash/Shell,Python,R,C#,,C++,,,,,,Intermediate,,Intermediate,Expert,Expert,Intermediate,,Intermediate,,,Japan
10672399839,,,,SQL,Java,Bash/Shell,Python,,,,C++,,,,,,Intermediate,Intermediate,Beginner,Beginner,,,,Intermediate,,,India
10672399079,,,,,,,Python,R,,,C++,C,,,,,,,,Expert,Beginner,,,Beginner,Intermediate,,United States of America
10672399027,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,,,,,Expert,Expert,Intermediate,Intermediate,,Intermediate,,,,,,,,India
10672398997,,,,,Java,,Python,,,,C++,,,,,,,Intermediate,,Intermediate,,,,Expert,,,Japan
10672398896,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,,C++,C,,Intermediate,Intermediate,Beginner,Expert,Intermediate,Expert,Expert,Expert,Beginner,,Expert,Intermediate,,China
